Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
9;Walter Guyer;"""I enjoyed flying KLM""";2017-05-24;Verified Review;Thailand;n/a;Zurich to Birmingham via Amsterdam;Solo Leisure;Economy Class;May 2017;4;4;5;3;n/a;n/a;4;yes
9;A Dashish;"""would definitely recommend""";2017-05-22;Verified Review;United Kingdom;Fokker 70 / E175;Brussels to London via Amsterdam;Business;Economy Class;April 2017;4;4;4;4;n/a;n/a;5;yes
1;Zaneta Van Zyl;"""not a pleasant experience""";2017-05-21;Verified Review;Australia;n/a;Amsterdam to Abu Dhabi;Solo Leisure;Economy Class;May 2017;1;1;1;1;n/a;n/a;1;no
3;M Sadler;"""Very poor service""";2017-05-20;Verified Review;Norway;Boeing 777-300;Sao Paulo to Amsterdam;Solo Leisure;Economy Class;May 2017;2;1;1;1;3;n/a;4;no
8;T Sterm;"""The staff were great""";2017-05-15;Verified Review;Seychelles;Boeing 777-300ER;Amsterdam to Bangkok;Couple Leisure;Economy Class;April 2017;4;4;5;3;3;n/a;4;yes
5;Jeffrey Tannenbaum;"""Staff rude and condescending""";2017-05-15;Verified Review;United States;Boeing 777;Cape Town to Amsterdam;Couple Leisure;Business Class;May 2017;3;4;4;3;4;2;4;no
8;N Nandramar;"""just a regular flight""";2017-05-14;Verified Review;Indonesia;Boeing 777-200/777-300;Jakarta to Kuala Lumpur;Solo Leisure;Economy Class;May 2017;4;4;4;3;4;3;4;yes
10;T Stathem;"""Had a great experience""";2017-05-11;Verified Review;Germany;n/a;Berlin to Amsterdam;Family Leisure;Economy Class;May 2017;5;5;5;5;n/a;n/a;5;yes
8;L Craven;"""don't mind someone climbing over you""";2017-05-05;Verified Review;Canada;n/a;Toronto to Amsterdam;Solo Leisure;Business Class;May 2017;3;5;5;5;4;1;5;yes
4;R Jackson;"""would rather not fly with the airline""";2017-05-05;Verified Review;United Kingdom;n/a;Manchester to Amsterdam;Business;Economy Class;April 2017;2;3;3;1;n/a;n/a;1;no
9;P Jalser;"""Had a great flight""";2017-05-01;Verified Review;Netherlands;Boeing 787-9;Rio de Janeiro to Amsterdam;Business;Premium Economy;April 2017;4;4;5;4;4;n/a;5;yes
4;M Fuller;"""Terrible experience with KLM""";2017-04-30;Verified Review;United Kingdom;n/a;LIM to EDI via AMS / CDG;Solo Leisure;Economy Class;April 2017;3;1;4;1;1;n/a;2;no
8;J Mangen;"""good, friendly, professional""";2017-04-29;Verified Review;United States;Embraer 190;Milan to Amsterdam;Solo Leisure;Economy Class;April 2017;4;3;4;4;n/a;n/a;4;yes
8;J Mangen;"""Wi-Fi was not offered""";2017-04-29;Verified Review;United States;Boeing 777-300;Amsterdam to Manila;Solo Leisure;Economy Class;April 2017;3;2;5;5;3;n/a;3;yes
7;J Gasimna;"""new slimline seat is just too invasive""";2017-04-26;Verified Review;Australia;Boeing 777-200;Kuala Lumpar to Amsterdam;Solo Leisure;Economy Class;April 2017;4;1;5;4;5;n/a;4;yes
1;Alison Flintoft;"""customer service is unacceptable""";2017-04-22;Verified Review;Canada;n/a;Amsterdam to Newcastle;Solo Leisure;Economy Class;April 2017;1;3;3;4;3;n/a;1;no
2;D Birkin;"""not really premium at all""";2017-04-18;Verified Review;United States;Boeing 747-400;Houston to Amsterdam;Solo Leisure;Premium Economy;April 2017;2;1;3;2;1;n/a;3;no
8;S Martin;"""very pleasant flight""";2017-04-14;Verified Review;Poland;Boeing 737-800;Lisbon to Warsaw via Amsterdam;Business;Economy Class;April 2017;4;4;5;4;1;1;5;yes
9;D Carter;"""very friendly welcome by the cabin crew""";2017-04-13;Verified Review;United Kingdom;Boeing 737-800;Lisbon to Newcastle via Amsterdam;Business;Economy Class;April 2017;4;3;5;4;n/a;n/a;5;yes
7;Suryaputra Wijaksana;"""always a pleasure to fly with KLM""";2017-04-07;Verified Review;Indonesia;n/a;Kuala Lumpur to Jakarta;Family Leisure;Economy Class;April 2017;5;5;4;4;5;n/a;4;yes
9;Jan Van weijen;"""flight with a great service""";2017-04-04;Verified Review;Denmark;Boeing 772;Copenhagen to Tehran via Amsterdam;Solo Leisure;Business Class;April 2017;4;4;5;5;4;n/a;4;yes
9;M Larter;"""staff extremely friendly and helpful""";2017-03-29;Verified Review;Germany;n/a;Frankfurt to Curacao;Couple Leisure;Economy Class;March 2017;4;5;5;3;3;n/a;5;yes
9;P Benedoix;"""it lived up to expectations""";2017-03-26;Verified Review;Netherlands;Boeing 747;Amsterdam to Nairobi;Business;Business Class;March 2017;3;4;5;4;3;n/a;5;yes
8;Laurence McCarthy;"""consider them for the next trip""";2017-03-25;Verified Review;Malaysia;Boeing 777-200;LHR to KUL via AMS;Couple Leisure;Business Class;March 2017;4;4;5;4;4;n/a;4;yes
10;S Robinson;"""fantastic 2 flights""";2017-03-24;Verified Review;Austria;Boeing 737-700;Vienna to Oslo via Amsterdam;Business;Economy Class;March 2017;5;4;5;4;n/a;n/a;4;yes
8;C Kamina;"""the service is great""";2017-03-23;Verified Review;United States;n/a;San Francisco to Nairobi via Amsterdam;Couple Leisure;Economy Class;December 2016;5;4;5;3;3;1;3;yes
1;Jonathan Bultemeyer;"""Beware of KLM""";2017-03-22;Verified Review;Germany;Boeing 737-800;Stuttgart to Lisbon via Amsterdam;Business;Economy Class;March 2017;1;1;2;n/a;n/a;n/a;2;no
8;H Gibbs;"""I would recommend this airline""";2017-03-21;Verified Review;Netherlands;Boeing 737;Amsterdam to Oslo;Solo Leisure;Economy Class;March 2017;4;3;3;3;n/a;n/a;3;yes
8;T Parker;"""crew was friendly""";2017-03-19;Verified Review;Singapore;n/a;Bali to Singapore;Solo Leisure;Economy Class;March 2017;5;3;4;5;5;n/a;5;yes
5;Kimberlee Voorspools;"""quality was extremely low""";2017-03-17;Verified Review;Belgium;n/a;Amsterdam to Vancouver;Couple Leisure;Economy Class;March 2017;2;2;3;4;1;n/a;4;no
9;Ido Van Blijdesteijn;"""a truly superior product""";2017-03-17;Verified Review;Netherlands;Boeing 777;Amsterdam to Buenos Aires;Solo Leisure;Business Class;February 2017;4;5;4;4;n/a;n/a;4;yes
1;S Vetter;"""KLM, never again""";2017-03-14;Verified Review;Germany;n/a;Dusseldorf to Kilimanjaro via Amsterdam;Family Leisure;Economy Class;February 2017;1;1;1;1;2;n/a;1;no
9;Russell Gibson;"""head and shoulders above any US airline""";2017-03-14;Verified Review;United States;Boeing 777-200;JFK to JRO via AMS;Couple Leisure;Premium Economy;February 2017;5;4;5;5;3;n/a;5;yes
3;D Graman;"""No more KLM for us""";2017-03-13;Verified Review;Netherlands;n/a;Mexico to Amsterdam via Paris;Couple Leisure;Economy Class;March 2017;1;2;2;2;2;n/a;1;no
2;M Gradine;"""TV screen is so small""";2017-02-25;Verified Review;Belgium;A330-200;Amsterdam to Washington;Business;Economy Class;February 2017;1;2;1;1;2;n/a;2;no
2;Juma Khudonazarov;"""don't trust them anymore""";2017-02-24;Verified Review;United Kingdom;n/a;Humberside to Berlin via Amsterdam;Business;Economy Class;February 2017;1;3;4;3;1;1;1;no
3;W Thurman;"""must have really gone downhill""";2017-02-20;Verified Review;United States;A330-200;FRA to IAD via AMS;Solo Leisure;Economy Class;January 2017;3;3;3;1;2;n/a;2;no
10;Angelo Menezes;"""staff were extremely polite""";2017-02-20;Verified Review;Portugal;n/a;Lisbon to Amsterdam;Business;Economy Class;February 2017;5;3;5;4;n/a;n/a;5;yes
7;Aart de Vos;"""Cabin crew were friendly and professional""";2017-02-18;Verified Review;Netherlands;Embrear ERJ 175 and Fokker 70;Amsterdam to Hannover;Solo Leisure;Economy Class;February 2017;4;3;4;2;n/a;n/a;3;yes
7;P Daleine;"""configuration seriously outdated""";2017-02-12;Verified Review;Netherlands;A330;AMS to KGL;Business;Business Class;November 2016;1;2;5;4;4;n/a;5;yes
9;D. Jacobs;"""this was a good experience""";2017-02-12;Unverified;Belgium;Boeing 747-400;Amsterdam to Curacao;Business;Business Class;February 2017;4;4;5;5;4;4;4;yes
9;A Dramer;"""friendly cabin crew""";2017-02-01;Verified Review;Germany;E190;Düsseldorf to Amsterdam;Solo Leisure;Economy Class;October 2016;4;5;5;5;n/a;n/a;5;yes
10;Stepan Hrobar;"""atmosphere was very pleasant""";2017-01-30;Verified Review;Austria;Boeing 737-800;VIE to HEL via AMS;Couple Leisure;Economy Class;January 2017;5;5;5;5;n/a;n/a;5;yes
3;A Locher;"""chaotic and I was disappointed""";2017-01-28;Verified Review;United States;n/a;Houston to St Petersburg via Amsterdam;Solo Leisure;Economy Class;January 2017;2;2;3;n/a;n/a;n/a;1;no
5;T Peck;"""won't fly KLM any more""";2017-01-25;Verified Review;Singapore;Boeing 777-300ER;Singapore to Bali;Couple Leisure;Economy Class;February 2016;4;3;1;3;3;n/a;4;no
9;C Roberts;"""seat very comfortable""";2017-01-22;Verified Review;Brazil;Boeing 747-Combi;NCL to MEX via AMS;Solo Leisure;Business Class;January 2017;5;5;5;5;4;n/a;4;yes
9;Aart de Vos;"""staff who make the difference""";2017-01-21;Verified Review;Netherlands;Fokker 70;Amsterdam to Southampton;Solo Leisure;Economy Class;January 2017;4;3;4;2;n/a;n/a;1;yes
10;Tim Hoy;"""crew so polite and friendly""";2017-01-18;Verified Review;United Kingdom;n/a;Manchester to Amsterdam;Couple Leisure;Economy Class;January 2017;5;5;5;5;n/a;n/a;5;yes
2;Olga Baysha;"""I will avoid traveling by it""";2017-01-18;Verified Review;United States;n/a;LAX to AMS;Solo Leisure;Economy Class;January 2017;1;3;3;3;3;3;1;no
9;Damien Landais;"""Flight was really nice""";2017-01-09;Verified Review;Finland;n/a;AMS to HEL;Couple Leisure;Economy Class;December 2016;4;4;5;5;n/a;n/a;5;yes
9;N Siotto;"""100% worth it""";2017-01-06;Verified Review;United Arab Emirates;Boeing 777-200;DXB to AMS;Family Leisure;Economy Class;December 2016;5;5;5;5;5;n/a;5;yes
7;Raphael Hardholt;"""very good experience""";2017-01-05;Verified Review;Netherlands;Boeing 737-800;AMS to MAD;Solo Leisure;Economy Class;April 2016;4;3;4;3;2;n/a;4;yes
4;S Hatyuno;"""my luggage was still in Amsterdam""";2017-01-05;Verified Review;Netherlands;n/a;AMS to FRA;Business;Economy Class;December 2016;2;4;4;2;n/a;n/a;1;no
8;E Tremen;"""Breakfast could be better""";2017-01-04;Verified Review;Netherlands;Boeing 777-200ER;AMS to CPT;Family Leisure;Premium Economy;December 2016;5;4;5;3;3;1;3;yes
9;E Lugtenberg;"""modern renovated cabin""";2016-12-29;Verified Review;Netherlands;Boeing 777-200;JFK to AMS;Business;Premium Economy;May 2016;4;5;4;4;5;n/a;4;yes
10;C Beech;"""Overall, a great flight""";2016-12-29;Verified Review;South Africa;Boeing 777;AMS to JNB;Family Leisure;Economy Class;December 2016;5;5;5;4;5;n/a;3;yes
3;M Ching;"""customer service is appalling""";2016-12-28;Verified Review;Switzerland;n/a;GVA to AMS;Solo Leisure;Economy Class;December 2016;2;2;1;1;n/a;n/a;1;no
1;C Lamirna;"""no staff helped me""";2016-12-28;Verified Review;United Kingdom;n/a;BFS to MNL via AMS;Family Leisure;Economy Class;July 2016;3;2;1;4;n/a;n/a;1;no
8;E Grutten;"""the seats were okay""";2016-12-28;Verified Review;Netherlands;Boeing 747-400;AMS to LAX;Business;Premium Economy;April 2016;4;4;4;4;4;n/a;4;yes
10;Marc Verschuren;"""cabin crew the best part of this flight""";2016-12-27;Verified Review;United States;Boeing 747-400;IAH to BRU via AMS;Solo Leisure;Business Class;December 2016;5;5;5;5;4;n/a;4;yes
10;Chris Donnelly;"""the flight was comfortable""";2016-12-24;Verified Review;United Kingdom;Boeing 737;MAN to AMS;Couple Leisure;Economy Class;December 2016;5;5;5;5;n/a;n/a;4;yes
10;Mingxiu Huang;"""delicious meals for business class""";2016-12-13;Verified Review;Singapore;Boeing 777-200ER;DPS to SIN;Solo Leisure;Business Class;December 2016;5;5;5;5;5;n/a;5;yes
10;Ian Sinclair;"""excellent service and customer care""";2016-12-13;Verified Review;Netherlands;Boeing 777-200;DXB to AMS;Business;Business Class;December 2016;4;4;5;4;4;n/a;5;yes
5;M Wallejer;"""cramped economy seats on 787""";2016-12-12;Verified Review;Netherlands;Boeing 787;AMS to CMB via AUH;Business;Economy Class;December 2016;2;2;4;2;3;n/a;1;no
10;Mingxiu Huang;"""food is very delicious""";2016-12-11;Verified Review;Singapore;Boeing 777-300ER;SIN to DPS;Solo Leisure;Business Class;December 2016;5;5;5;5;5;n/a;5;yes
5;Alessandra Riccardi;"""providing unhealthy snacks""";2016-11-29;Verified Review;Italy;n/a;FCO to HKG via AMS;Couple Leisure;Economy Class;November 2016;3;1;2;1;2;1;3;no
8;W Samuels;"""very comfortable seats""";2016-11-22;Verified Review;Indonesia;n/a;KUL to CGK;Family Leisure;Economy Class;November 2016;5;5;4;4;5;n/a;4;yes
5;W Samuels;"""crew disappeared until landing""";2016-11-22;Verified Review;Indonesia;n/a;CGK to KUL;Family Leisure;Economy Class;November 2016;4;4;1;2;5;n/a;3;yes
5;C Lammanet;"""overall disappointing flight""";2016-11-21;Verified Review;France;Boeing 737-300;CDG to IST via AMS;Family Leisure;Economy Class;October 2016;4;3;2;1;1;n/a;3;yes
1;V Franks;"""could not have been less helpful""";2016-11-20;Verified Review;United States;n/a;ARN to JFK via AMS;Business;Economy Class;November 2016;1;1;1;n/a;n/a;n/a;1;no
5;Rosemary Hill;"""utterly disgraceful""";2016-11-18;Verified Review;Switzerland;Boeing 777;GVA to PTY via AMS;Solo Leisure;Business Class;November 2016;3;5;5;5;5;n/a;1;no
2;Alan Thompson;"""flights were beyond bad""";2016-11-15;Verified Review;United States;A330;MIA to DOH via AMS;Business;Business Class;November 2016;2;1;1;2;1;n/a;2;no
10;P  Zennere;"""staff were very friendly """;2016-11-08;Verified Review;Slovenia;A330-200;AMS to SXM;Couple Leisure;Economy Class;October 2016;5;4;5;5;4;n/a;4;yes
4;M Jeeram;"""KLM inflight hardware is so bad""";2016-11-08;Verified Review;Netherlands;Boeing 747-400;PBM to AMS;Business;Premium Economy;November 2016;2;4;3;1;1;n/a;1;no
4;F Martovir;"""it was a bad experience""";2016-11-06;Verified Review;Spain;n/a;AUH to AMS;Couple Leisure;Economy Class;November 2016;4;3;4;3;1;n/a;4;no
10;B Ahlberg;"""crew extraordinarily friendly and efficient""";2016-11-05;Verified Review;Germany;E190;DUS to AMS;Solo Leisure;Economy Class;October 2016;4;4;5;5;n/a;n/a;4;yes
5;Mary Lennon;"""an awful experience with KLM""";2016-11-03;Verified Review;United States;n/a;DUB to JFK via AMS;Couple Leisure;Economy Class;November 2016;3;2;4;4;4;1;1;no
9;Alan Wayper;"""I was very impressed""";2016-11-01;Verified Review;United Kingdom;Boeing 777-300;MME to BKK via AMS;Solo Leisure;Economy Class;September 2016;5;5;4;5;4;4;4;yes
8;Y Nelson;"""a pleasant flight""";2016-10-31;Verified Review;France;A320;CDG to CPH via AMS;Solo Leisure;Economy Class;August 2016;4;3;4;4;n/a;n/a;4;yes
7;Maarten Caspers;"""seat pitch is mediocre""";2016-10-30;Verified Review;Netherlands;Boeing 747-400 ;PVG to AMS ;Business;Economy Class;October 2016;3;4;4;2;3;n/a;4;yes
2;J Doherty;"""disappointing flying experience """;2016-10-29;Verified Review;Canada;Boeing 777-200;AMS to DPS via KUL;Business;Economy Class;October 2016;1;1;4;1;2;n/a;1;no
2;J Doherty;"""uncomfortable, disappointing flying experience""";2016-10-29;Verified Review;Canada;Boeing 777-200;AMS to DPS via KUL;Business;Economy Class;October 2016;1;1;4;1;2;n/a;1;no
1;M Peters;"""plane in general was old""";2016-10-26;Verified Review;United States;n/a;IAH to HAM via AMS;Business;Economy Class;October 2016;1;1;3;4;1;1;3;no
8;Peter Uhlemann;"""straightforward and professional""";2016-10-21;Verified Review;Germany;Boeing 777-300ER;BKK to TXL via AMS;Solo Leisure;Economy Class;October 2016;4;3;5;4;5;n/a;4;yes
9;Carina Vigna;"""I was thoroughly impressed""";2016-10-20;Verified Review;Canada;A330-300;YYC to AMS;Family Leisure;Premium Economy;October 2016;4;4;5;5;4;n/a;4;yes
8;Derek Northcutt;"""very happy with trip""";2016-10-14;Verified Review;United Kingdom;Boeing 747-400;BHX to SFO via AMS;Business;Economy Class;October 2016;5;3;5;5;5;n/a;5;yes
1;J Streeten;"""lack of taking responsibility""";2016-10-10;Verified Review;Australia;n/a;AMS to AUH;Family Leisure;Economy Class;July 2016;1;1;1;n/a;n/a;n/a;1;no
6;Craig Cutts;"""crew professional and polite""";2016-10-08;Verified Review;United Kingdom;Boeing 738;LHR to AMS;Business;Business Class;October 2016;4;3;4;3;n/a;n/a;4;yes
10;John Morrison;"""very highly recommended""";2016-10-08;Verified Review;United Kingdom;n/a;HUY to YUL via AMS;Couple Leisure;Economy Class;June 2016;4;5;5;4;4;4;5;yes
7;M Collie;"""quick and efficient flight""";2016-10-05;Verified Review;Ireland;Fokker 70;BHD to AMS;Solo Leisure;Economy Class;September 2016;3;4;4;4;n/a;n/a;4;yes
10;S Chelstowski;"""best part were the staff""";2016-10-05;Verified Review;Poland;Boeing 777-200ER / 737;WAW to JFK via AMS;Solo Leisure;Economy Class;October 2016;5;5;5;5;5;n/a;5;yes
9;David Heaton;"""KLM have got it right""";2016-09-30;Verified Review;United Kingdom;Boeing 777-300 ER;MAN to BKK via AMS;Solo Leisure;Economy Class;September 2016;5;4;5;5;n/a;n/a;5;yes
8;Stepan Hrobar;"""very cramped and a little outdated""";2016-09-29;Verified Review;Austria;Boeing 777-300ER;TPE to AMS;Couple Leisure;Economy Class;September 2016;4;3;5;4;3;n/a;4;yes
6;Deborah Renay;"""subsequently excused themselves""";2016-09-22;Verified Review;Belgium;n/a;BKK to AMS;Family Leisure;Economy Class;July 2016;4;3;3;4;4;1;1;yes
8;Sukana Ajaputra;"""Seats quite comfortable""";2016-09-19;Verified Review;Indonesia;n/a;KUL to CGK;Family Leisure;First Class;September 2016;5;5;4;3;5;n/a;4;yes
8;L Chan;"""inflight service average""";2016-09-19;Verified Review;Malaysia;Boeing 777;KUL to TXL via AMS;Business;Premium Economy;September 2016;4;4;2;2;3;n/a;4;yes
9;H Huurnink;"""very friendly and efficient staff""";2016-09-18;Verified Review;Netherlands;Boeing 777-200ER;AMS to JNB via CPT;Couple Leisure;Economy Class;September 2016;4;4;5;4;4;n/a;4;yes
1;A Hertz;"""worst flying experiences""";2016-09-17;Verified Review;United Kingdom;n/a;LHR to IST via AMS;Couple Leisure;Economy Class;September 2016;1;2;1;2;2;1;2;no
9;J Ludewig;"""overall good value for the money""";2016-09-15;Verified Review;Germany;Boeing 747;FRA to LAX via AMS;Business;First Class;July 2016;4;5;5;4;4;n/a;4;yes
8;Stefan Vetter;"""excellent boarding and flight""";2016-09-14;Verified Review;Switzerland;Boeing 737-700;ZRH to AMS;Solo Leisure;Economy Class;September 2016;5;4;4;3;n/a;n/a;5;yes
1;Nicola Painter;"""comfort seats ... a joke""";2016-09-13;Verified Review;New Zealand;Boeing 777;DPS to SIN;Couple Leisure;Economy Class;August 2016;1;1;1;2;n/a;n/a;1;no
9;David Starkie;"""plenty of seat space""";2016-09-11;Verified Review;United Kingdom;Boeing 777;MAN to JNB via AMS;Couple Leisure;Economy Class;September 2016;3;4;4;4;3;n/a;5;yes
10;R Kivett;"""friendly and professional""";2016-09-07;Verified Review;United Kingdom;n/a;ZRH to BHX via AMS;Couple Leisure;Economy Class;September 2016;5;4;5;5;n/a;n/a;4;yes
10;H Brown;"""service on board was simply spectacular""";2016-09-04;Verified Review;Canada;A330-300;AMS to YUL;Business;Business Class;September 2016;5;4;5;5;5;n/a;4;yes
5;Christophe Vacher;"""my experience was just ok""";2016-09-01;Verified Review;United States;Boeing 747-400;AMS to LAX;Solo Leisure;Economy Class;August 2016;3;3;4;3;1;1;4;yes
10;Colin Pay;"""seats are fine with good leg room""";2016-09-01;Verified Review;United Kingdom;Fokker 70;SOU to AMS;Solo Leisure;Economy Class;August 2016;5;5;5;4;n/a;n/a;5;yes
6;Raymond Chickrie;"""inflight entertainment system did not work""";2016-08-26;Verified Review;United States;Boeing 747;DXB to JFK via AMS;Solo Leisure;Economy Class;August 2016;3;4;4;3;1;n/a;4;no
10;Keisuke Tachiyama;"""service was the best""";2016-08-25;Verified Review;Japan;Boeing 789 / 773ER;KIX to BRU via AMS;Family Leisure;Business Class;August 2016;4;4;5;5;5;3;5;yes
8;Loïck Laroche-Joubert;"""crew were helpful but not jovial""";2016-08-20;Not Verified;France;Boeing 777-300ER;AMS to TPE;Business;Economy Class;August 2016;4;4;3;4;5;n/a;3;yes
10;Tom  Hillier;"""service was to me of a very high order""";2016-08-17;Verified Review;United Kingdom;Fokker 70 / Boeing 747-400;CWL to PEK via AMS;Solo Leisure;Economy Class;January 2016;5;5;5;5;5;n/a;5;yes
9;S Peeters;"""more than acceptable""";2016-08-13;Verified Review;Belgium;Boeing 777-300ER;AMS to CGK;Couple Leisure;Economy Class;June 2016;5;5;4;4;5;n/a;5;yes
8;K Grzymski;"""best described as business basic""";2016-08-11;Verified Review;Canada;Boeing 772, Boeing 747;YYZ to PVG via AMS;Business;Business Class;August 2016;4;4;4;2;4;n/a;4;yes
2;A Anderson;"""a huge disappointment""";2016-08-10;Verified Review;United States;n/a;BWI to ARN via AMS;Business;Economy Class;August 2016;1;3;3;1;1;1;4;no
8;Lena Bregatze;"""was expecting more from this airline""";2016-08-08;Verified Review;Lithuania;n/a;ATH to AMS;Business;Economy Class;January 2016;2;5;5;1;n/a;n/a;4;yes
9;J Verdenius;"""catering was above expectation""";2016-08-08;Verified Review;Netherlands;Boeing 737-700;AMS to ATH;Business;Business Class;July 2016;3;3;5;5;n/a;n/a;5;yes
8;E Mollen;"""nice and fresh plane""";2016-08-07;Verified Review;Netherlands;E190;DUS to AMS;Solo Leisure;Economy Class;July 2016;4;4;5;5;n/a;n/a;4;yes
9;E Mollen;"""love to fly with KLM""";2016-08-07;Verified Review;Netherlands;Boeing 747;AMS to LAX;Solo Leisure;Premium Economy;July 2016;5;4;5;5;3;n/a;4;yes
9;Peter Bedson;"""everything was transformed""";2016-08-04;Verified Review;Oman;Boeing 787;MCT to AMS;Solo Leisure;Economy Class;July 2016;4;4;5;4;5;n/a;5;yes
6;Sergio Palacios;"""never felt so cramped in a seat""";2016-07-29;Verified Review;Mexico;Boeing 747 Combi;TXL to MEX via AMS;Solo Leisure;Economy Class;July 2016;2;1;5;4;1;n/a;4;no
9;K Lewis;"""this was a nice flight""";2016-07-29;Verified Review;Germany;Fokker 70;AMS to TXL;Couple Leisure;Economy Class;July 2016;4;5;5;5;n/a;n/a;5;yes
10;N F de Deugd;"""was a very pleasant flight""";2016-07-29;Verified Review;Netherlands;Boeing 787-9;XMN to AMS;Solo Leisure;Business Class;May 2016;5;4;5;5;4;4;4;yes
1;M Pakkinen;"""never experienced such discomfort""";2016-07-28;Verified Review;Switzerland;Boeing 777;LIM to HEL via AMS;Couple Leisure;Economy Class;July 2016;1;1;3;2;4;n/a;1;no
8;Y Nalen;"""quick departure and attentive staff""";2016-07-25;Verified Review;United Kingdom;n/a;KRK to EDI via AMS;Business;Economy Class;July 2016;4;4;4;2;n/a;n/a;4;yes
9;S Joiner;"""staff were nice and planes were clean""";2016-07-22;Verified Review;Germany;Boeing 777-200;AMS to JNB;Couple Leisure;Economy Class;July 2016;5;4;4;5;5;n/a;4;yes
1;L Ison;"""a poor experience with KLM""";2016-07-20;Verified Review;Norway;Boeing 777-200ER;GRU to AMS;Solo Leisure;Economy Class;July 2016;1;1;1;1;2;2;2;no
5;J Johnson;"""leg room was appalling""";2016-07-19;Verified Review;Denmark;Boeing 747-400;BLL to LAX via AMS;Family Leisure;Economy Class;July 2016;3;2;4;3;1;n/a;3;no
9;D Garner;"""a very pleasant experience""";2016-07-19;Verified Review;United Kingdom;Embraer 190;LBA to AMS;Family Leisure;Economy Class;July 2016;5;5;5;4;n/a;3;4;yes
7;Filippo Bertoni;"""I was pleasantly surprised""";2016-07-17;Verified Review;Malaysia;Boeing 777-300ER;CGK to KUL;Business;Economy Class;July 2016;5;4;4;4;4;n/a;3;yes
1;Aaron Gifford;"""no seats for my family""";2016-07-16;Not Verified;United Kingdom;n/a;AMS to YYZ;Family Leisure;Economy Class;July 2016;1;1;1;n/a;n/a;n/a;1;no
8;Daniel Chambers;"""complimentary drink and sandwich""";2016-07-14;Verified Review;Netherlands;E190;PRG to AMS;Couple Leisure;Economy Class;July 2016;5;4;4;4;n/a;n/a;3;yes
8;Daniel Chambers;"""inflight service was good""";2016-07-14;Verified Review;Netherlands;E190;AMS to PRG;Couple Leisure;Economy Class;July 2016;5;4;4;4;n/a;n/a;4;yes
8;Nicola Siotto;"""cabin crew is excellent""";2016-07-12;Verified Review;United Arab Emirates;Boeing 787;CAG to AUH via AMS;Solo Leisure;Economy Class;July 2016;4;5;5;3;5;4;3;yes
8;V Davids;"""crew were very professional and friendly""";2016-07-10;Verified Review;Switzerland;Boeing 777-200R and Embraer 175;JFK to STR via AMS;Couple Leisure;Economy Class;July 2016;5;4;5;4;4;n/a;5;yes
10;Arnold Devries;"""seats were wonderfully comfortable""";2016-07-08;Verified Review;Canada;Boeing 777-300;YYZ to CDG via AMS;Couple Leisure;Business Class;June 2016;5;5;4;5;5;n/a;5;yes
5;Jupinder Singh;"""premium economy seats were narrow""";2016-07-07;Verified Review;Kenya;Boeing 747;NBO to IAD via AMS ;Family Leisure;Premium Economy;July 2016;3;2;5;3;3;n/a;4;yes
8;P Kitson;"""Without doubt to be repeated and recommended""";2016-07-05;Verified Review;Chile;Boeing 777-300;AMS to SCL;Solo Leisure;Business Class;June 2016;4;5;4;4;4;n/a;4;yes
9;B Robertson;"""looking forward to more flights on the 787""";2016-07-04;Verified Review;Switzerland;Boeing 787-900;KIX to AMS;Business;Business Class;May 2016;5;5;4;5;4;4;4;yes
9;Peter Bedson;"""everything was really good""";2016-07-03;Verified Review;Oman;Dreamliner;MCT to LHR via AMS;Solo Leisure;Economy Class;July 2016;5;4;4;4;4;3;5;yes
10;Helena Novak;"""cabin crew were excellent""";2016-07-03;Not Verified;Australia;n/a;VIE to AMS;Solo Leisure;Business Class;June 2016;5;5;5;5;n/a;n/a;3;yes
9;Polly McMeekng;"""delightful staff on board""
";2016-07-02;Not Verified;United Kingdom;n/a;BHX to UIO via AMS;Couple Leisure;Business Class;June 2016;5;5;5;4;5;n/a;5;yes
8;Dale Ter Haar;"""staff professional and courteous""";2016-07-01;Not Verified;Botswana;n/a;JNB to AMS;Family Leisure;Economy Class;June 2016;4;4;5;4;5;n/a;4;yes
5;Frits de Knegt;"""kept sliding down my seat""";2016-06-27;Not Verified;United States;Boeing 777-300;AMS to BKK;Business;Business Class;February 2016;2;2;3;1;4;n/a;4;no
8;P Manderson;"""new cabin is very nice""";2016-06-24;Verified Review;Argentina;Boeing 777-300;EZE to AMS;Couple Leisure;Business Class;April 2016;4;4;5;4;3;n/a;4;yes
10;Mike Bowen;"""wonderful experience of KLM""";2016-06-23;Verified Review;United Kingdom;Boeing 737-700 / 800;NCL to MAD via AMS;Couple Leisure;Economy Class;June 2016;5;4;5;4;4;4;5;yes
9;I Manjic;"""flight attendants very nice""";2016-06-19;Verified Review;Serbia;Boeing 747-400;AMS to SXM;Couple Leisure;Economy Class;June 2016;5;5;5;4;4;n/a;4;yes
